PAN011.chr1.haplotype1:103945661-106661002	PAN027.chr1.paternal:103925078-106640394	PAN028.chr1.haplotype2:103895579-106610913
PAN011.chr1.haplotype1:106700221-106877266	PAN027.chr1.paternal:106679613-106856657	PAN028.chr1.haplotype2:106650132-106827177
PAN011.chr1.haplotype1:106961572-107348712	PAN027.chr1.paternal:106940963-107328103	PAN028.chr1.haplotype2:106911484-107298625
PAN011.chr1.haplotype1:14292981-21494464	PAN027.chr1.paternal:14273878-21475216	PAN028.chr1.haplotype2:14266394-21467817
PAN011.chr1.haplotype1:190528785-191791205	PAN027.chr1.paternal:191050223-192312635	PAN028.chr1.haplotype2:190026305-191288721
PAN011.chr1.haplotype1:191850709-192357343	PAN027.chr1.paternal:192372139-192878773	PAN028.chr1.haplotype2:191348225-191854859
PAN011.chr1.haplotype1:192583664-192926748	PAN027.chr1.paternal:193105092-193448170	PAN028.chr1.haplotype2:192081178-192424258
PAN011.chr1.haplotype1:193256693-194543745	PAN027.chr1.paternal:193778114-195065159	PAN028.chr1.haplotype2:192754203-194041254
PAN011.chr1.haplotype1:195382656-198489481	PAN027.chr1.paternal:195904068-199010872	PAN028.chr1.haplotype2:194880164-197986982
PAN011.chr1.haplotype1:198600448-200684666	PAN027.chr1.paternal:199121836-201206023	PAN028.chr1.haplotype2:198097946-200182145
PAN011.chr1.haplotype1:200651871-202931174	PAN027.chr1.paternal:201173228-203452495	PAN028.chr1.haplotype2:200149350-202428631
PAN011.chr1.haplotype1:202961377-203210256	PAN027.chr1.paternal:203482698-203731577	PAN028.chr1.haplotype2:202458834-202707714
PAN011.chr1.haplotype1:203188505-205994792	PAN027.chr1.paternal:203709826-206516078	PAN028.chr1.haplotype2:202685963-205492230
PAN011.chr1.haplotype1:205977370-207489333	PAN027.chr1.paternal:206498656-208010610	PAN028.chr1.haplotype2:205474808-206986780
PAN011.chr1.haplotype1:207526239-209514611	PAN027.chr1.paternal:208047516-210035869	PAN028.chr1.haplotype2:207023686-209012054
PAN011.chr1.haplotype1:209493664-210425677	PAN027.chr1.paternal:210014922-210946918	PAN028.chr1.haplotype2:208991107-209923111
PAN011.chr1.haplotype1:210415260-211952746	PAN027.chr1.paternal:210936501-212473966	PAN028.chr1.haplotype2:209912694-211450164
PAN011.chr1.haplotype1:211999308-213443237	PAN027.chr1.paternal:212520526-213964446	PAN028.chr1.haplotype2:211496725-212940654
PAN011.chr1.haplotype1:213402181-214482232	PAN027.chr1.paternal:213923391-215003435	PAN028.chr1.haplotype2:212899599-213979644
PAN011.chr1.haplotype1:214413833-219407023	PAN027.chr1.paternal:214935036-219928199	PAN028.chr1.haplotype2:213911245-218904426
PAN011.chr1.haplotype1:21471666-24981943	PAN027.chr1.paternal:21452419-24962615	PAN028.chr1.haplotype2:21445020-24955260
PAN011.chr1.haplotype1:219386815-219954496	PAN027.chr1.paternal:219907991-220475672	PAN028.chr1.haplotype2:218884218-219451893
PAN011.chr1.haplotype1:220061064-221255536	PAN027.chr1.paternal:220582241-221776697	PAN028.chr1.haplotype2:219558461-220752921
PAN011.chr1.haplotype1:221285136-221648840	PAN027.chr1.paternal:221806297-222170000	PAN028.chr1.haplotype2:220782521-221146226
PAN011.chr1.haplotype1:221628927-222145566	PAN027.chr1.paternal:222150087-222666729	PAN028.chr1.haplotype2:221126313-221642956
PAN011.chr1.haplotype1:222121578-222678721	PAN027.chr1.paternal:222642731-223199877	PAN028.chr1.haplotype2:221618958-222176109
PAN011.chr1.haplotype1:222655872-223684036	PAN027.chr1.paternal:223177028-224205183	PAN028.chr1.haplotype2:222153260-223181418
PAN011.chr1.haplotype1:223663192-224932430	PAN027.chr1.paternal:224184339-225453556	PAN028.chr1.haplotype2:223160574-224429806
PAN011.chr1.haplotype1:224948943-225329734	PAN027.chr1.paternal:225470069-225850858	PAN028.chr1.haplotype2:224446319-224827109
PAN011.chr1.haplotype1:225311431-227742762	PAN027.chr1.paternal:225832555-228263859	PAN028.chr1.haplotype2:224808806-227240129
PAN011.chr1.haplotype1:231254209-231749718	PAN027.chr1.paternal:231775311-232270812	PAN028.chr1.haplotype2:230751230-231246732
PAN011.chr1.haplotype1:231727790-232517020	PAN027.chr1.paternal:232248885-233038111	PAN028.chr1.haplotype2:231224805-232014032
PAN011.chr1.haplotype1:232491232-233051679	PAN027.chr1.paternal:233012323-233572767	PAN028.chr1.haplotype2:231988244-232548691
PAN011.chr1.haplotype1:233238800-237473031	PAN027.chr1.paternal:233759886-237994039	PAN028.chr1.haplotype2:232735811-236970005
PAN011.chr1.haplotype1:237450539-237585933	PAN027.chr1.paternal:237971547-238106937	PAN028.chr1.haplotype2:236947513-237082911
PAN011.chr1.haplotype1:237558337-237963145	PAN027.chr1.paternal:238079341-238484147	PAN028.chr1.haplotype2:237055315-237460121
PAN011.chr1.haplotype1:237944601-240952921	PAN027.chr1.paternal:238465603-241473883	PAN028.chr1.haplotype2:237441577-240449877
PAN011.chr1.haplotype1:240928392-242636346	PAN027.chr1.paternal:241449354-243157291	PAN028.chr1.haplotype2:240425348-242133278
PAN011.chr1.haplotype1:242610366-244617567	PAN027.chr1.paternal:243131311-245138474	PAN028.chr1.haplotype2:242107298-244114478
PAN011.chr1.haplotype1:244594498-244661526	PAN027.chr1.paternal:245115407-245182432	PAN028.chr1.haplotype2:244091411-244158436
PAN011.chr1.haplotype1:244642944-245859674	PAN027.chr1.paternal:245163850-246380566	PAN028.chr1.haplotype2:244139854-245356549
